x	y	group
-4.60692889460695	-2.3237623993348	A
2.59811227551329	-11.6848115745973	A
-8.44555718669069	0.238522770624265	A
-5.73713786372316	3.93555118403922	A
-6.08063132533205	1.42174364886771	A
2.86037175885069	14.6534633811523	A
-7.16220242747438	0.741413312773809	A
-4.87955386408937	-0.282238883156672	A
10.9968494676672	0.429759200472042	A
2.84645955792296	-12.0353889290284	A
-7.89759309062135	1.3880563553382	A
-6.43162781962526	3.92462064586173	A
-6.09444768199098	-0.286199373383418	A
-5.09659011134279	-0.786105257649318	A
10.0996403001868	3.60107781253348	A
-3.54649264582765	0.874900596957311	A
3.07508867016661	-10.2934531990479	A
-7.635330746261	0.447025780375704	A
0.276933481606126	-10.5236701790284	A
-5.17576701411378	-1.71365450062265	A
-4.13174493083131	1.70088304839621	A
5.20672314396727	14.0076847251464	A
0.456202944429993	-12.7010907951783	A
12.1644720338904	4.31993152461539	A
-3.87038428553712	4.51912643275748	A
3.14381520977843	-11.3185081306886	A
-3.47800929316652	4.7398076232482	A
8.82448332539427	1.11632634959708	A
1.2362689875685	-12.347966176648	A
9.02816336384642	1.93824936709891	A
-7.39579922923219	-0.656291944165126	A
1.78870980969298	-12.0916166130494	A
-8.67213589915407	1.25300242267142	A
1.9185239576422	-10.6133928123902	A
1.63080363503325	-11.8180036369752	A
-4.84730155238283	-1.97927950062265	A
-4.59858710536134	-1.42124162353982	A
3.1778320573889	-11.9984874550294	A
5.40863411656249	13.931517618518	A
-5.14126689204347	-1.62688658871163	A
2.49008016816008	-11.2162313286256	A
-4.40924556025636	0.451518579195842	A
-5.83527142771852	0.651747735958203	A
6.4876727365576	-0.0827594820450696	A
1.16476141444075	-11.9277963463258	A
-5.62041480311525	-2.49382708706369	A
-7.76616151103151	2.00592018924247	A
10.3352312349402	1.59350337348472	A
-4.98250348338258	3.82404114566337	A
-4.49903161296022	2.22669150195609	A
-3.89893395671022	4.72105743251334	A
-8.33502824076784	2.66000010333548	A
-4.03079659709108	-2.10447858013619	A
-5.49405534037721	-1.00664899982919	A
-5.33027226695192	0.671958136181935	A
-5.07932526835573	-1.71306489147653	A
-3.96507413157594	2.43293382487784	A
10.1362213396155	-5.64578961285145e-05	A
-3.76436145075929	1.96513833365928	A
-4.13554818400514	-0.602382403988734	A
-5.28872592219484	0.768432157855138	A
-4.24260766276491	-1.14796350635995	A
-5.91355855235231	0.382330070059404	A
-4.19438845881593	-1.54937861599435	A
-2.16093070277345	1.85814620814811	A
2.01748173466551	-11.5108375374268	A
-6.02803332575929	3.23215653262626	A
-4.77539641627443	0.739062863211736	A
-6.68245751628053	3.51440741382132	A
4.81163780918944	9.30805684886466	A
-3.76825101145876	0.366148064653978	A
2.58903818360197	-10.3297271553468	A
10.8854259752356	-0.250663978238002	A
-4.25796277293336	-1.23913715519418	A
-3.21944529780519	4.47687818370353	A
10.5397829317175	0.333843241255387	A
11.0774425767981	0.427301606904372	A
-2.6395450330652	3.93918134532462	A
-6.31800944575441	0.598695683102712	A
-5.20652873286378	-2.29001591839303	A
-5.47437007197511	3.20208026729117	A
9.72743265858519	2.11511315665732	A
0.168370296867966	-12.1816816154908	A
2.82197683087218	13.486994760852	A
-3.98711926707399	-0.961838347096339	A
0.760565807732224	-11.8486099068116	A
2.08808951607573	-12.3440761391114	A
-3.95853955515993	-1.59110568203439	A
-7.66061265238893	-0.366590422768489	A
0.962211450251221	-12.436929685254	A
-5.73214251765382	2.67987276874076	A
1.6102884315573	-10.6518544975709	A
11.3182348512732	1.44915654025565	A
-4.61697251567018	2.04001321158896	A
2.16725998154509	-11.3753604713868	A
5.08665268650877	9.40960313640128	A
-4.33687503108156	-1.68306825794686	A
-4.51607711085451	1.18702473006736	A
1.63840883007872	-10.754125577588	A
2.04157786599028	-10.9934539619874	A
10.7503790163122	4.2203242953826	A
-5.44104058512819	1.85378946624289	A
-5.75247580775392	-1.4728091780137	A
-3.32923538455141	4.75988008342276	A
-4.90370089778078	-2.42385004200448	A
5.46438734761107	13.8405389960815	A
10.6097206377112	0.0857048805762378	A
-7.70200879344118	-0.313127500195399	A
-5.59791619547975	-1.55380545296182	A
-8.56249482401979	-0.71429536976327	A
-4.05069358119142	-1.01928530373086	A
1.35935484400618	-11.7314147774171	A
-5.22787244090211	1.197857755046	A
-5.05932957896364	0.316915291171178	A
-5.63043076762331	4.58404495082389	A
-4.50074250468385	-1.60556648411264	A
-3.07765371569765	3.06463505588065	A
1.40744440785277	-10.3688316170167	A
-3.2506392694391	1.4281381543685	A
-6.35181290873659	2.21167399249564	A
-2.90923912295473	4.62368537745963	A
-8.71227509745729	0.419248039876699	A
2.21098284951079	-11.9686536613892	A
-4.92845160731447	-1.84385250248422	A
-5.43459136256349	2.41004587970267	A
-3.89622552165163	0.438944314416155	A
8.45105355015624	1.93083574138175	A
0.881216605814576	-12.4052161995362	A
-6.99927813777101	2.38449146113883	A
-4.47339017161501	-0.429671150822535	A
-5.32026202448976	0.732359337430104	A
1.75727277031767	-12.6329641167115	A
-7.36185843714845	3.17060782275687	A
11.6295475267493	4.51405479274283	A
-4.30135686167848	-2.07567141689767	A
-3.9299503065027	1.94975413642417	A
-3.1940944887079	2.1654395040084	A
-7.65088898905885	1.0183664735366	A
2.88739769688475	-12.447352391858	A
-4.00506312617433	-1.30693720020761	A
